sentence_id,source_file,tokens,text,matched_keywords,primary_keyword,cluster,cluster_label_auto
52,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fois', 'revêtu', 'ses', 'gris', 'gris', 'amulettes', 'cuir', 'auxquels', 'accorde', 'plus', 'réalité', 'très', 'grande', 'confiance', 'depuis', 'tomber', 'sous', 'balles', 'nombre', 'ses', 'ennemis', 'étaient', 'cou', 'verts', 'aime', 'néanmoins', 'parer', 'guise', 'ornement', 'fois', 'muni', 'peau', 'bouc', 'contient', 'provision', 'six', 'sept', 'litres', 'eau', 'besace', 'renferme', 'poignée', 'couscous', 'ses', 'cent', 'vingt', 'cartouches', 'chef', 'peut', 'lui', 'demander', 'marcher', 'vingt', 'heures', 'rant', 'pour', 'lui', 'jeu', 'enfant']",fois revêtu ses gris gris amulettes cuir auxquels accorde plus réalité très grande confiance depuis tomber sous balles nombre ses ennemis étaient cou verts aime néanmoins parer guise ornement fois muni peau bouc contient provision six sept litres eau besace renferme poignée couscous ses cent vingt cartouches chef peut lui demander marcher vingt heures rant pour lui jeu enfant,[],,3,était / pour / lui
53,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tirailleur', 'brille', 'pas', 'toujours', 'par', 'très', 'grande', 'discipline', 'surtout', 'lorsqu', 'trouve', 'sous', 'ordres', 'chefs', 'débarqués', 'veille', 'ignorants', 'langue', 'pays', 'mœurs', 'indi', 'gènes', 'savent', 'pas', 'commander', 'rebutent', 'plus', 'passant', 'chaque', 'année', 'neuf', 'mois', 'sur', 'douze', 'dans', 'brousse', 'menant', 'vie', 'plus', 'dure', 'puisse', 'imaginer', 'faut', 'pour', 'conduire', 'main', 'ferme', 'aussi', 'autorité', 'paternelle', 'sinon', 'désertera', 'sans', 'scrupule', 'avec', 'armes', 'bagages', 'ira', 'offrir', 'ses', 'services', 'ahmadou', 'scheikou', 'samory']",tirailleur brille pas toujours par très grande discipline surtout lorsqu trouve sous ordres chefs débarqués veille ignorants langue pays mœurs indi gènes savent pas commander rebutent plus passant chaque année neuf mois sur douze dans brousse menant vie plus dure puisse imaginer faut pour conduire main ferme aussi autorité paternelle sinon désertera sans scrupule avec armes bagages ira offrir ses services ahmadou scheikou samory,['Ahmadou'],Ahmadou,5,par / plus / hadj
54,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['par', 'exemple', 'tirailleur', 'pillard', 'dans', 'âme', 'solde', 'faible', 'manque', 'pas', 'occasion', 'améliorer', 'par', 'quelques', 'bonnes', 'prises', 'par', 'quelques', 'bonnes', 'aubaines']",par exemple tirailleur pillard dans âme solde faible manque pas occasion améliorer par quelques bonnes prises par quelques bonnes aubaines,[],,5,par / plus / hadj
55,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dans', 'sac', 'village', 'brise', 'objets', 'peut', 'emporter', 'plutôt', 'laisser', 'ennemi']",dans sac village brise objets peut emporter plutôt laisser ennemi,[],,2,dans / ces / leur
56,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['cet', 'élégant', 'spécimen', 'notre', 'industrie', 'française', 'pas', 'encore', 'sorti', 'saint', 'louis', 'etre', 'soigneusement', 'emmagasiné', 'attendant', 'heure', 'sonne', 'lancer', 'conquête', 'sahara']",cet élégant spécimen notre industrie française pas encore sorti saint louis etre soigneusement emmagasiné attendant heure sonne lancer conquête sahara,[],,3,était / pour / lui
57,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['chapitre', 'viii', 'situation', 'politique', 'haut', 'sénégal', 'moment', 'arrivée', 'kayes', 'commandant', 'supérieur']",chapitre viii situation politique haut sénégal moment arrivée kayes commandant supérieur,[],,2,dans / ces / leur
58,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['avons', 'montré', 'début', 'récit', 'ahmadou', 'scheikou', 'occupé', 'faire', 'siège', 'nioro']",avons montré début récit ahmadou scheikou occupé faire siège nioro,['Ahmadou'],Ahmadou,3,était / pour / lui
59,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fallu', 'motifs', 'bien', 'puissants', 'pour', 'déci', 'der', 'sultan', 'ségou', 'quitter', 'capitale', 'pour', 'venir', 'mettre', 'siège', 'devant', 'cette', 'place']",fallu motifs bien puissants pour déci der sultan ségou quitter capitale pour venir mettre siège devant cette place,[],,3,était / pour / lui
60,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'reçu', 'mains', 'son', 'père', 'hadj', 'omar', 'empire', 'immense', 'bien', 'désa', 'grégé', 'presque', 'morcelé']",ahmadou reçu mains son père hadj omar empire immense bien désa grégé presque morcelé,"['Hadj', 'Ahmadou']",Hadj,5,par / plus / hadj
61,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['celui', 'prit', 'titre', 'scheikou', 'roi', 'croyants', 'pour', 'bien', 'marquer', 'suprématie', 'religieuse', 'sur', 'chefs', 'autres', 'états', 'musulmans', 'voisins', 'travaille', 'depuis', 'vingt', 'ans', 'avec', 'persévérance', 'remarquable', 'reconstitution', 'sur', 'bases', 'solides', 'grand', 'empire', 'toucouleur']",celui prit titre scheikou roi croyants pour bien marquer suprématie religieuse sur chefs autres états musulmans voisins travaille depuis vingt ans avec persévérance remarquable reconstitution sur bases solides grand empire toucouleur,[],,0,avec / lui / ses
62,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fait', 'surveiller', 'avec', 'soin', 'jaloux', 'ses', 'frères', 'auxquels', 'confier', 'commandements', 'provinces', 'sévit', 'promptement', 'avec', 'extrême', 'rigueur', 'contre', 'ceux', 'entre', 'eux', 'soupçonne', 'vouloir', 'soustraire', 'son', 'autorité']",fait surveiller avec soin jaloux ses frères auxquels confier commandements provinces sévit promptement avec extrême rigueur contre ceux entre eux soupçonne vouloir soustraire son autorité,[],,0,avec / lui / ses
63,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['commencement', 'année', 'ayant', 'appris', 'trois', 'ces', 'derniers', 'montaga', 'chef', 'kaarta', 'bassirou', 'alibou', 'chefs', 'provinces', 'moins', 'impor', 'tantes', 'cherchaient', 'rendre', 'indépendants', 'hésita', 'pas', 'marcher', 'contre', 'eux']",commencement année ayant appris trois ces derniers montaga chef kaarta bassirou alibou chefs provinces moins impor tantes cherchaient rendre indépendants hésita pas marcher contre eux,[],,2,dans / ces / leur
64,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['traversant', 'rapi', 'dement', 'bélédougou', 'peuplé', 'bambaras', 'hostiles', 'vint', 'abord', 'camper', 'peu', 'distance', 'nioro', 'capitale', 'kaarta']",traversant rapi dement bélédougou peuplé bambaras hostiles vint abord camper peu distance nioro capitale kaarta,[],,2,dans / ces / leur
65,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['montaga', 'prévoyant', 'desseins', 'ahmadou', 'scheikou', 'réuni', 'dans', 'cette', 'place', 'grands', 'approvisionnements', 'tenait', 'sur', 'défensive']",montaga prévoyant desseins ahmadou scheikou réuni dans cette place grands approvisionnements tenait sur défensive,['Ahmadou'],Ahmadou,3,était / pour / lui
66,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['refusa', 'entrevue', 'lui', 'demandait', 'ahmadou', 'sous', 'prétexte', 'apparent', 'expliquer', 'avec', 'lui', 'avec', 'secrète', 'intention', 'emparer', 'personne']",refusa entrevue lui demandait ahmadou sous prétexte apparent expliquer avec lui avec secrète intention emparer personne,['Ahmadou'],Ahmadou,0,avec / lui / ses
67,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'fait', 'aussitôt', 'saisir', 'le_marabout', 'thierno', 'mahmadou', 'kayar', 'prêcheur', 'éman', 'cipation', 'kaarta', 'ami', 'montaga', 'après', 'procès', 'auquel', 'donne', 'grand', 'retentissement', 'fait', 'mettre', 'mort', 'pour', 'excitation', 'révolte']",ahmadou fait aussitôt saisir le_marabout thierno mahmadou kayar prêcheur éman cipation kaarta ami montaga après procès auquel donne grand retentissement fait mettre mort pour excitation révolte,"['Mahmadou', 'le marabout', 'Ahmadou']",Mahmadou,2,dans / ces / leur
68,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['montaga', 'enferme', 'dans', 'son', 'tata', 'nioro', 'forte', 'resse', 'inexpugnable', 'pour', 'noirs', 'murs', 'épais', 'élevés', 'place', 'etre', 'construits', 'sur', 'indica', 'tions', 'ancien', 'ouvrier', 'saint', 'louis', 'samba', 'diaye', 'passé', 'armée', 'hadj', 'omar', 'devenu', 'ensuite', 'ingénieur', 'militaire', 'sultans', 'ségou']",montaga enferme dans son tata nioro forte resse inexpugnable pour noirs murs épais élevés place etre construits sur indica tions ancien ouvrier saint louis samba diaye passé armée hadj omar devenu ensuite ingénieur militaire sultans ségou,['Hadj'],Hadj,5,par / plus / hadj
69,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['alors', 'commence', 'campagne', 'huit', 'mois', 'très', 'intéressante', 'pleine', 'épisodes', 'émouvants', 'nombreuses', 'péripéties', 'avec', 'alternatives', 'succès', 'revers']",alors commence campagne huit mois très intéressante pleine épisodes émouvants nombreuses péripéties avec alternatives succès revers,[],,0,avec / lui / ses
70,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['voit', 'ahmadou', 'déployant', 'mille', 'ressources', 'diplomatie']",voit ahmadou déployant mille ressources diplomatie,['Ahmadou'],Ahmadou,3,était / pour / lui
71,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['bien', 'tou', 'jours', 'même', 'despote', 'jadis', 'décrit', 'par', 'mage', 'même', 'caractère', 'ombrageux', 'astucieux', 'sachant', 'attendre', 'temps', 'peut', 'obtenir', 'par', 'persuasion', 'par', 'force', 'habile', 'semer', 'pour', 'amener', 'défections']",bien tou jours même despote jadis décrit par mage même caractère ombrageux astucieux sachant attendre temps peut obtenir par persuasion par force habile semer pour amener défections,[],,5,par / plus / hadj
72,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['toujours', 'aussi', 'mêmes', 'diffi', 'cultés', 'mêmes', 'compromissions', 'avec', 'ses', 'talibés', 'toucouleurs', 'veulent', 'bien', 'lui', 'reconnaître', 'torité', 'suzerain', 'non', 'domination', 'maître', 'heure', 'danger', 'moment', 'leur', 'concours', 'lui', 'indispensable', 'lui', 'font', 'payer', 'chèrement', 'leurs', 'services']",toujours aussi mêmes diffi cultés mêmes compromissions avec ses talibés toucouleurs veulent bien lui reconnaître torité suzerain non domination maître heure danger moment leur concours lui indispensable lui font payer chèrement leurs services,[],,0,avec / lui / ses
73,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'temporise', 'pour', 'amener', 'lui', 'nager', 'parti', 'desfoutahs', 'kaartistes', 'amis', 'mon', 'taga']",ahmadou temporise pour amener lui nager parti desfoutahs kaartistes amis mon taga,['Ahmadou'],Ahmadou,3,était / pour / lui
74,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['même', 'temps', 'tente', 'alliance', 'avec', 'chefs', 'maures', 'mohammed', 'mahmoud', 'roi', 'mash', 'doufs', 'etmohammed', 'mahdi', 'habitent', 'sur', 'con', 'fins', 'kaarta']",même temps tente alliance avec chefs maures mohammed mahmoud roi mash doufs etmohammed mahdi habitent sur con fins kaarta,[],,0,avec / lui / ses
75,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['attire', 'par', 'promesses', 'tient', 'pas', 'complétement', 'maures', 'devien', 'nent', 'exigeants', 'finalement', 'retirent', 'promettent', 'rester', 'neutres', 'dans', 'lutte', 'surtout', 'veut', 'obtenir', 'sultan', 'ségou']",attire par promesses tient pas complétement maures devien nent exigeants finalement retirent promettent rester neutres dans lutte surtout veut obtenir sultan ségou,[],,5,par / plus / hadj
76,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tata', 'nioro', 'approvisionné', 'pour', 'six', 'mois', 'montaga', 'nombreux', 'partisans', 'même', 'parmi', 'talibés', 'ahmadou', 'manifestent', 'plusieurs', 'reprises', 'leur', 'mécontentement', 'cette', 'guerre', 'entre', 'frères', 'refusent', 'sultan', 'ségou', 'marcher', 'contre', 'montaga']",tata nioro approvisionné pour six mois montaga nombreux partisans même parmi talibés ahmadou manifestent plusieurs reprises leur mécontentement cette guerre entre frères refusent sultan ségou marcher contre montaga,['Ahmadou'],Ahmadou,3,était / pour / lui
77,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['parti', 'puissant', 'soulève', 'intérieur', 'contre', 'ahmadou', 'celui', 'oualarbès', 'dirigé', 'par', 'chefbolaro', 'lel']",parti puissant soulève intérieur contre ahmadou celui oualarbès dirigé par chefbolaro lel,['Ahmadou'],Ahmadou,5,par / plus / hadj
78,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['parti', 'unit', 'celui', 'diawaras', 'pour', 'faire', 'contre', 'poids', 'armée', 'ahmadou', 'secourir', 'montaga']",parti unit celui diawaras pour faire contre poids armée ahmadou secourir montaga,['Ahmadou'],Ahmadou,3,était / pour / lui
79,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tidiani', 'roi', 'hamdallahi', 'cousin', 'ahmadou', 'avec', 'lequel', 'vit', 'très', 'mauvais', 'rapports', 'annonce', 'son', 'côté', 'envoyer', 'macina', 'troupes', 'pour', 'débloquer', 'nioro', 'ces', 'troupes', 'arriveront', 'jamais']",tidiani roi hamdallahi cousin ahmadou avec lequel vit très mauvais rapports annonce son côté envoyer macina troupes pour débloquer nioro ces troupes arriveront jamais,['Ahmadou'],Ahmadou,0,avec / lui / ses
80,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pendant', 'temps', 'ahmadou', 'ruine', 'ses', 'deux', 'frères', 'alibou', 'bassirou', 'rend', 'populaire', 'dis', 'tribuant', 'aux', 'populations', 'partie', 'leurs', 'biens', 'produit', 'exactions', 'ces', 'chefs', 'confisque', 'autre', 'son', 'profit']",pendant temps ahmadou ruine ses deux frères alibou bassirou rend populaire dis tribuant aux populations partie leurs biens produit exactions ces chefs confisque autre son profit,['Ahmadou'],Ahmadou,2,dans / ces / leur
81,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['trois', 'autres', 'ses', 'frères', 'daah', 'monyrou', 'ameydou', 'dans', 'diallafara', 'pays', 'voisin', 'kaarta']",trois autres ses frères daah monyrou ameydou dans diallafara pays voisin kaarta,[],,2,dans / ces / leur
82,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tête', 'parti', 'important', 'menacent', 'dialla', 'défendu', 'par', 'demba', 'ifra', 'chef', 'farabou', 'gou', 'autre', 'frère', 'sultan', 'avec', 'armée', 'peu', 'nombreuse', 'resté', 'fidèle', 'dernier']",tête parti important menacent dialla défendu par demba ifra chef farabou gou autre frère sultan avec armée peu nombreuse resté fidèle dernier,[],,0,avec / lui / ses
83,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'rêve', 'extermination', 'ses', 'frères', 'afin', 'mort', 'son', 'fils', 'ait', 'pas', 'com', 'pétiteur', 'succession', 'laisse', 'demba', 'ifra', 'livréà', 'ses', 'propres', 'forces', 'infériorité', 'assurera', 'défaite', 'mort']",ahmadou rêve extermination ses frères afin mort son fils ait pas com pétiteur succession laisse demba ifra livréà ses propres forces infériorité assurera défaite mort,['Ahmadou'],Ahmadou,3,était / pour / lui
84,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['après', 'six', 'mois', 'siège', 'nioro', 'réduite', 'par', 'famine', 'décimée', 'par', 'maladie']",après six mois siège nioro réduite par famine décimée par maladie,[],,5,par / plus / hadj
85,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['parti', 'oualarbé', 'décide', 'alors', 'agir', 'pour', 'sauver', 'place']",parti oualarbé décide alors agir pour sauver place,[],,3,était / pour / lui
86,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lel', 'marche', 'jusqu', 'village', 'borni', 'près', 'nioro']",lel marche jusqu village borni près nioro,[],,3,était / pour / lui
87,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['croit', 'réussi', 'concilier', 'partie', 'talibés', 'ahmadou']",croit réussi concilier partie talibés ahmadou,['Ahmadou'],Ahmadou,3,était / pour / lui
88,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['sultan', 'informé', 'temps', 'cette', 'trahison', 'ramène', 'aussitôt', 'ses', 'talibés', 'par', 'présents', 'fait', 'adroitement', 'remettre', 'aux', 'chefs', 'pendant', 'nuit', 'précède', 'bataille']",sultan informé temps cette trahison ramène aussitôt ses talibés par présents fait adroitement remettre aux chefs pendant nuit précède bataille,[],,5,par / plus / hadj
89,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lel', 'marche', 'pour', 'joindre', 'sur', 'point', 'terminé', 'avance', 'avec', 'ceux', 'croit', 'ses', 'alliés', 'attaqué', 'panique', 'met', 'dans', 'rangs', 'son', 'armée', 'battue', 'fuit', 'déroute', 'après', 'combat', 'sanglant', 'lui', 'même', 'tué']",lel marche pour joindre sur point terminé avance avec ceux croit ses alliés attaqué panique met dans rangs son armée battue fuit déroute après combat sanglant lui même tué,[],,0,avec / lui / ses
